id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,genre
5SkRLpaGtvYPhw02vZhQQ9,All Falls Down,"Kanye West, Syleena Johnson",223506,2004-02-10,2004,0.149,0.657,0.734,0.0,0.139,-4.832,0.484,91.03,0.434,0,8,81,True,"chicago rap, hip hop, rap"
6nTiIhLmQ3FWhvrGafw2zj,American Idiot,Green Day,176346,2004-09-21,2004,2.64e-05,0.38,0.988,7.86e-05,0.368,-2.042,0.0639,186.113,0.769,1,1,82,True,"modern rock, permanent wave, punk, rock"
21O0XXPEWPtePt5RMY93Ob,All Caps,"Madvillain, Madlib, MF DOOM",130479,2004-03-24,2004,0.266,0.358,0.889,1.46e-05,0.172,-8.045,0.335,85.61,0.666,1,1,74,True,"abstract hip hop, alternative hip hop, hip hop, psychedelic hip hop"
5vollujufHY0jMZxx77VWr,All These Things That I've Done,The Killers,301866,2004,2004,0.00245,0.539,0.702,2.37e-05,0.117,-7.291,0.0436,118.106,0.206,1,6,72,False,"alternative rock, dance rock, modern rock, permanent wave, rock"
4ccM2xBxicGigjLqt6A0YY,Accidentally In Love,Counting Crows,188613,2004-04-27,2004,0.044,0.554,0.926,3.61e-06,0.0875,-3.641,0.0379,138.0,0.812,1,7,64,False,"neo mellow, pop rock, post-grunge, rock"
51UtgWS4z1eMPuLQOzPtNH,Amber,311,211080,2004-06-08,2004,0.119,0.659,0.727,0.00427,0.1,-8.638,0.0455,166.163,0.748,0,4,64,False,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion"
1hwdPQtFHISvZ9SXMkNrIK,A Whole New World,"Lea Salonga, Brad Kane, Disney",160800,2004-01-01,2004,0.846,0.285,0.227,2.11e-06,0.1,-15.793,0.0354,115.8,0.135,1,0,66,False,"movie tunes, tagalog worship"
4gXdMZkBN1neE9nX6yRALa,Ass Like That,Eminem,265480,2004-11-12,2004,0.409,0.646,0.796,0.0,0.107,-6.152,0.366,83.093,0.676,1,2,67,True,"detroit hip hop, hip hop, rap"
67vrmPygrZ9giGqHUSReAT,Accordion,"Madvillain, Madlib, MF DOOM",118853,2004-03-24,2004,0.0243,0.578,0.631,0.0,0.0665,-6.518,0.309,96.332,0.716,0,9,64,True,"abstract hip hop, alternative hip hop, hip hop, psychedelic hip hop"
2G74yhtIMW8tJY5I83dS4Z,Amor del Bueno,Reyli Barba,242026,2004-09-14,2004,0.317,0.77,0.373,0.0,0.217,-6.931,0.0328,131.975,0.293,1,1,74,False,"latin pop, mexican pop"
4sUTagdmyuyAxd7RvbygpQ,aruarian dance,Nujabes,250433,2004-06-23,2004,0.78,0.585,0.652,0.907,0.0653,-8.357,0.0358,198.448,0.877,1,6,65,False,"downtempo, instrumental hip hop, japanese chillhop, japanese old school hip hop, jazz rap"
47IWLfIKOKhFnz1FUEUIkE,A Boy Brushed Red Living In Black And White,Underoath,268000,2004-01-01,2004,0.00171,0.419,0.932,0.0,0.137,-3.604,0.106,169.881,0.445,0,1,59,False,"christian metal, christian metalcore, melodic metalcore, metalcore, pop punk, post-hardcore, screamo, tampa indie"
6um5ccNzX7k3SRsVnLupvI,A Decade Under The Influence,Taking Back Sunday,247760,2004-07-27,2004,0.00929,0.491,0.904,0.0,0.106,-4.729,0.0765,156.031,0.607,1,9,58,False,"emo, neon pop punk, pop punk, post-hardcore, screamo"
7rYGZmhNJhsmVLjPidM1q8,Ain't No Use in Tryin',Trampled by Turtles,194986,2004-10-05,2004,0.352,0.595,0.797,0.000553,0.107,-6.243,0.029,111.058,0.9,1,0,57,False,"duluth indie, indie folk, jam band, new americana, progressive bluegrass, stomp and holler"
5A32KQZznC2HSqr9qzTl2N,Ahora Quien - Salsa Version,Marc Anthony,309586,2004-07-27,2004,0.375,0.553,0.632,0.0,0.267,-4.837,0.0782,85.1,0.687,0,4,68,False,"latin pop, modern salsa, salsa, tropical"
45zvStEMsXp8z45OQRhWFJ,American Idiot,Green Day,174320,2004-09-21,2004,2.53e-05,0.381,0.984,6.91e-05,0.27,-2.42,0.0638,186.081,0.81,1,1,62,True,"modern rock, permanent wave, punk, rock"
68vgtRHr7iZHpzGpon6Jlo,My Boo,"USHER, Alicia Keys",223440,2004-03-23,2004,0.257,0.662,0.507,0.0,0.0465,-8.238,0.118,86.412,0.676,1,5,81,False,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
6PAoCw99yAkmpeXmY8IIUE,All Downhill From Here,New Found Glory,192426,2004-05-18,2004,8.03e-05,0.426,0.935,0.000512,0.109,-4.066,0.0925,167.977,0.735,1,9,57,False,"easycore, neon pop punk, pop punk"
6TclVCUxDQm9s3Bey6Ao8H,Almost,Bowling For Soup,206160,2004,2004,0.000784,0.546,0.882,0.0,0.186,-4.019,0.0394,139.966,0.64,1,11,55,False,"neon pop punk, pop punk, pop rock, texas pop punk"
6IxQ0PdozaZKch1m8tGCwb,All That I've Got,The Used,230426,2004-09-27,2004,0.00289,0.335,0.858,0.0,0.148,-4.565,0.0532,177.981,0.451,1,7,56,True,"alternative metal, neon pop punk, pop emo, post-grunge, post-hardcore, screamo"
